Date,Price,PE,Regime,EPS,EPS_Growth_YoY,PE_Pct_Regime,Valuation_Quintile,Fwd_1Y,Fwd_3Y,Fwd_5Y,Fwd_10Y,Growth_Bucket,PE_Pct_Expanding,Valuation_Score,Growth_Score,Composite_Score,Signal
1999-03-31,1078.0,16.5,Standalone,65.33333333333333,,0.20454545454545456,Q2,0.41781076066790357,0.015677483720770713,0.1044958526776405,0.1085409960816377,,,,,,
1999-06-30,1187.7,17.9,Standalone,66.35195530726257,,0.32386363636363635,Q2,0.2388650332575566,-0.037873295999861334,0.048577585422475034,0.13706734637332008,,,,,,
1999-09-30,1413.1,22.0,Standalone,64.23181818181818,,0.6363636363636364,Q4,-0.1001344561602151,-0.11995068170232392,0.04315631462074809,0.13658628270365658,,,,,,
1999-12-31,1480.4,24.1,Standalone,61.427385892116185,,0.7954545454545454,Q4,-0.14651445555255338,-0.0960455015819216,0.07042866054746844,0.13388961503215357,,,,,,
2000-03-31,1528.4,24.6,Standalone,62.13008130081301,-0.0490293678446988,0.8295454545454546,Q5 Most Expensive,-0.24875686992933788,-0.1382190760381813,0.058988106659241035,0.13131822055263886,<5%,,,20.0,,
2000-06-30,1471.4,22.9,Standalone,64.25327510917032,-0.031629515488634574,0.7329545454545454,Q4,-0.24704363191518275,-0.08313189286375233,0.08579519831548277,0.13699045584040181,<5%,,,20.0,,
2000-09-30,1271.6,19.3,Standalone,65.8860103626943,0.025753469661930817,0.4431818181818182,Q3,-0.2813384712173639,0.03677215881934637,0.1539083693825729,0.1684118665041261,<5%,,,30.301387864772327,,
2000-12-31,1263.5,19.2,Standalone,65.80729166666667,0.07130216776997211,0.42613636363636365,Q3,-0.1618519984170954,0.14157495366696926,0.17555108950356968,0.17117122223078107,5-15%,0.3125,68.75,48.52086710798885,62.68126013239665,HOLD
2001-03-31,1148.2,17.2,Standalone,66.75581395348837,0.07445238370571428,0.2556818181818182,Q2,-0.016286361261104387,0.1555991716664702,0.2426708708675991,0.17650195967704496,5-15%,0.16666666666666666,83.33333333333334,49.78095348228571,73.26761937801905,BUY
2001-06-30,1107.9,15.8,Standalone,70.12025316455697,0.09131017905964,0.18181818181818182,Q1 Cheapest,-0.045220687787706604,0.1076511801887241,0.23071867274855196,0.1768870896771777,5-15%,0.05,95.0,56.524071623856,83.4572214871568,BUY
2001-09-30,913.85,13.2,Standalone,69.23106060606061,0.050770265568551354,0.045454545454545456,Q1 Cheapest,0.053947584395688475,0.24074246283407064,0.3146349875581016,0.1838953822297611,5-15%,0.045454545454545456,95.45454545454545,40.30810622742054,78.91061368640797,BUY
2001-12-31,1059.0,15.3,Standalone,69.2156862745098,0.051793570613841045,0.14204545454545456,Q1 Cheapest,0.03257790368271962,0.25244093386474953,0.30226722301181197,0.1588173905211785,5-15%,0.125,87.5,40.71742824553642,73.46522847366091,BUY
2002-03-31,1129.5,18.1,Standalone,62.40331491712707,-0.06520029909894998,0.3409090909090909,Q2,-0.13395307658255862,0.2169387932505169,0.2760553883202215,0.16708388853075684,<5%,0.5,50.0,20.0,41.0,HOLD
2002-06-30,1057.8,15.7,Standalone,67.37579617834395,-0.03913929089463464,0.17045454545454544,Q1 Cheapest,0.07213083758744565,0.2804292628723728,0.3248961848709704,0.17439444207701893,<5%,0.17857142857142858,82.14285714285714,20.0,63.49999999999999,HOLD
2002-09-30,963.15,14.3,Standalone,67.35314685314685,-0.027125306711672126,0.07954545454545454,Q1 Cheapest,0.4713180709131495,0.39263637850271405,0.3913117345706276,0.19465699065989894,<5%,0.1,90.0,20.0,69.0,HOLD
2002-12-31,1093.5,14.8,Standalone,73.88513513513513,0.06746229232064915,0.125,Q1 Cheapest,0.7189757658893461,0.3740040099100428,0.41205011182059526,0.18369781766109639,5-15%,0.15625,84.375,46.984916928259665,73.15797507847789,BUY
2003-03-31,978.2,13.4,Standalone,73.0,0.16980965028773798,0.056818181818181816,Q1 Cheapest,0.8113882641586587,0.51515416895958,0.37078483909799553,0.19237037869601958,>15%,0.08823529411764706,91.17647058823529,83.96193005754759,89.01210842902897,BUY
2003-06-30,1134.1,12.9,Standalone,87.91472868217053,0.30484140698627105,0.022727272727272728,Q1 Cheapest,0.32757252446874174,0.402429549133694,0.2893082218095273,0.17812807925155827,>15%,0.027777777777777776,97.22222222222221,100.0,98.05555555555554,BUY
2003-09-30,1417.1,15.6,Standalone,90.83974358974359,0.3487082316703871,0.1590909090909091,Q1 Cheapest,0.2317408792604616,0.3630133723273481,0.22575507260789385,0.1500469331462766,>15%,0.34210526315789475,65.78947368421053,100.0,76.05263157894737,BUY
2003-12-31,1879.7,20.7,Standalone,90.80676328502416,0.22902615145711724,0.5284090909090909,Q3,0.10682555726977716,0.28263372831747846,0.09500025449234695,0.12863305688311089,>15%,0.775,22.499999999999996,95.80523029142344,44.491569087427024,HOLD
2004-03-31,1771.9,20.7,Standalone,85.59903381642513,0.17258950433459086,0.5284090909090909,Q3,0.14882329702579145,0.29200705538909366,0.11260095455725261,0.14232787713339956,>15%,0.7619047619047619,23.809523809523814,84.51790086691817,42.02203692674212,HOLD
2004-06-30,1505.6,12.6,Standalone,119.4920634920635,0.3591813940989501,0.011363636363636364,Q1 Cheapest,0.47489373007438895,0.4208047533760404,0.23302478344274524,0.17591227373443008,>15%,0.022727272727272728,97.72727272727273,100.0,98.4090909090909,BUY
2004-09-30,1745.5,14.6,Standalone,119.55479452054794,0.3161066929084382,0.10795454545454546,Q1 Cheapest,0.49034660555714704,0.42221560226281585,0.23838427656911243,0.16392635518096377,>15%,0.2391304347826087,76.08695652173914,100.0,83.2608695652174,BUY
2004-12-31,2080.5,15.3,Standalone,135.98039215686273,0.49746987160028633,0.14204545454545456,Q1 Cheapest,0.36337418889689976,0.4342797658682418,0.20111288726162702,0.14815473485758135,>15%,0.3333333333333333,66.66666666666667,100.0,76.66666666666666,BUY
2005-03-31,2035.6,14.6,Standalone,139.42465753424656,0.62881111290643,0.10795454545454546,Q1 Cheapest,0.6714973472194932,0.32493292595525736,0.2085885649764212,0.1535240134632072,>15%,0.24,76.0,100.0,83.19999999999999,BUY
